DairyProduct_PackagingType,Quantity_Value,DairyProduct_IsInfantNutrition,SubBrandRu,Mass_Net,DairyProduct_ManufacturerTaxIdentifier,DairyProduct_IsUnderVeterinaryControl,DairyProduct_IsShelfLifeUpTo40Days,EnergyValueKJ,Manufacturer_Name,Provider_Name,Mass_Gross,GpcClass1,TnvedCode,Provider_GLN,GpcClass2,StorageConditions_ShelfLifeUnit,GpcClass3,DairyProduct_LabelName,EnergyValueKcal,AdditionalInfoRu,DairyProduct_ProteinContent,DairyProduct_FatContent,DairyProduct_PackagingMaterial,DairyProduct_ManufacturerCountry,Carbohydrates,DairyProduct_RawMaterialOrigin,StorageConditions_MaxRelativeHumidity,DairyProduct_IsMedicalOrSpecialDiet,StorageConditions_ShelfLife,DairyProduct_Type,StorageConditions_MaxStorageTemperature,BrandRu,FunctionNameRu,Protein,StorageConditions_MinStorageTemperature,GTIN,GpcClass4,StorageConditions_MinRelativeHumidity,Grease,Manufacturer_GLN,Quantity_Unit,ProductType
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1259,False,Лактозафри,1236,123456789,True,False,258.84,Молочные горки,Молочные горки,1259,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Лидский Лактозафри Глазированные сырки пастеризованное, массовая доля жира 2.35 %, полиэтиленовая пленка",55.35,Максимизация подробных приложений,4.97,2.35,MDPE,112,7.61,КОРОВА,67,False,26,Глазированные сырки,18,Лидский,Глазированные сырки,1.62,1,481341784440169,10000025,46,2.83,4810000000017,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1110,False,Творожное,1089,123456789,True,False,286.72,Беллакт,Беллакт,1110,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Слуцкий Творожное Глазированные сырки пастеризованное, массовая доля жира 1.33 %, полиэтиленовая пленка",69.3,Интеграция стандартных рынков,4.89,1.33,MDPE,112,3.3,КОРОВА,82,False,27,Глазированные сырки,10,Слуцкий,Глазированные сырки,1.58,3,481948913701865,10000025,18,2.84,4810000000008,GR,Consumer unit [CU]
ПАКЕТ,1882,False,Эко,1861,123456789,False,False,162.79,Калинковичский МК,Калинковичский МК,1882,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Молочные горки Эко Молоко пастеризованное, массовая доля жира 1.32 %, полиэтиленовая пленка",63.52,Разворачивание вертикальных архитектур,3.14,1.32,MDPE,112,1.83,КОРОВА,82,False,26,Молоко,18,Молочные горки,Молоко,2.61,1,481863751609662,10000025,46,2.91,4810000000013,ML,Consumer unit [CU]
БУТЫЛКА,1878,False,Свежее,1851,123456789,False,False,231.27,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1878,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Здравушка-милк Свежее Простокваша пастеризованное, массовая доля жира 4.59 %, полиэтиленовая пленка",98.66,Переход ультрасовременных знаний,4.23,4.59,MDPE,112,1.26,КОРОВА,90,False,11,Простокваша,17,Здравушка-милк,Простокваша,4.45,0,481266496914802,10000025,16,2.47,4810000000020,ML,Consumer unit [CU]
БУТЫЛКА,1610,False,Ягодное,1592,123456789,False,True,306.83,Калинковичский МК,Калинковичский МК,1610,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Беллакт Ягодное Простокваша пастеризованное, массовая доля жира 2.64 %, полиэтиленовая пленка",52.94,Конструирование динамичных интернет-продавцов,1.75,2.64,MDPE,112,2.86,КОРОВА,60,False,6,Простокваша,15,Беллакт,Простокваша,1.98,5,481753925432735,10000025,42,1.29,4810000000013,ML,Consumer unit [CU]
БУТЫЛКА,1681,False,Фитнес,1649,123456789,False,False,260.54,Молодечненский МК,Молодечненский МК,1681,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Рогачевский Фитнес Сливки пастеризованное, массовая доля жира 4.72 %, полиэтиленовая пленка",85.71,Мотивация индивидуальных аудиторий,2.01,4.72,MDPE,112,6.61,КОРОВА,69,False,23,Сливки,18,Рогачевский,Сливки,1.48,10,481986748777337,10000025,26,1.06,4810000000015,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1129,False,Свежее,1110,123456789,True,False,174.65,Кобринский МСЗ,Кобринский МСЗ,1129,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Коровкино Свежее Сыр пастеризованное, массовая доля жира 1.12 %, полиэтиленовая пленка",74.84,Продление современных диапазонов,2.61,1.12,MDPE,112,5.16,КОРОВА,55,False,17,Сыр,16,Коровкино,Сыр,4.29,5,481787089751623,10000025,31,4.03,4810000000012,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1804,False,Свежее,1773,123456789,True,False,265.45,Молочный гостинец,Молочный гостинец,1804,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Молочный гостинец Свежее Масло пастеризованное, массовая доля жира 2.98 %, полиэтиленовая пленка",78.6,Включение динамичных интернет-компаний,4.1,2.98,MDPE,112,9.69,КОРОВА,54,False,25,Масло,18,Молочный гостинец,Масло,4.56,0,481679453040141,10000025,4,3.61,4810000000019,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1491,False,Фруктовое,1462,123456789,False,False,196.01,Калинковичский МК,Калинковичский МК,1491,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Глубокский Фруктовое Сметана пастеризованное, массовая доля жира 2.36 %, полиэтиленовая пленка",67.31,Продление безотказных парадигм,2.6,2.36,MDPE,112,6.88,КОРОВА,53,False,30,Сметана,18,Глубокский,Сметана,4.09,6,481776796659806,10000025,28,1.9,4810000000013,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1953,True,Фитнес,1918,123456789,True,False,252.99,Бабушкина крынка,Бабушкина крынка,1953,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Туровский Фитнес Йогурт пастеризованное, массовая доля жира 3.13 %, полиэтиленовая пленка",65.89,Разворачивание действенных пользователей,2.76,3.13,MDPE,112,2.23,КОРОВА,63,False,25,Йогурт,15,Туровский,Йогурт,4.04,5,481892860744902,10000025,31,2.36,4810000000003,GR,Consumer unit [CU]
БУТЫЛКА,1396,False,Молочное,1364,123456789,True,False,273.13,Молочный Мир,Молочный Мир,1396,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Глубокский Молочное Сливки пастеризованное, массовая доля жира 4.3 %, полиэтиленовая пленка",89.59,Управление виртуальных знаний,1.23,4.3,MDPE,112,1.78,КОРОВА,61,False,9,Сливки,17,Глубокский,Сливки,2.5,5,481714781823360,10000025,3,2.32,4810000000004,ML,Consumer unit [CU]
ПАКЕТ,1478,False,Премиум,1454,123456789,True,False,235.49,Кобринский МСЗ,Кобринский МСЗ,1478,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Слуцкий Премиум Молоко пастеризованное, массовая доля жира 2.79 %, полиэтиленовая пленка",62.83,Переопределение интегрированных рынков,1.66,2.79,MDPE,112,3.17,КОРОВА,75,False,10,Молоко,16,Слуцкий,Молоко,2.74,5,481950976488179,10000025,27,3.69,4810000000012,ML,Consumer unit [CU]
БУТЫЛКА,1187,False,Фермерское,1167,123456789,False,False,174.07,Савушкин продукт,Савушкин продукт,1187,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Молочные горки Фермерское Молоко пастеризованное, массовая доля жира 3.93 %, полиэтиленовая пленка",91.7,Итерация открытых систем снабжения,1.13,3.93,MDPE,112,7.25,КОРОВА,88,False,12,Молоко,17,Молочные горки,Молоко,4.64,5,481660569526470,10000025,11,2.65,4810000000001,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1118,True,Медовое,1084,123456789,True,False,181.99,Бабушкина крынка,Бабушкина крынка,1118,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Несвижский Медовое Творог пастеризованное, массовая доля жира 4.29 %, полиэтиленовая пленка",87.27,Приспособление эффективных диапазонов,1.25,4.29,MDPE,112,8.02,КОРОВА,73,False,15,Творог,20,Несвижский,Творог,2.86,7,481554813334480,10000025,50,3.34,4810000000003,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1037,False,Экстра,1000,123456789,True,False,187.2,Пружанский МЗ,Пружанский МЗ,1037,50000000,0401 20 110 9,4810000000018,50130000,D,50131700,"ММЗ №1 Экстра Йогурт пастеризованное, массовая доля жира 3.98 %, полиэтиленовая пленка",76.01,Ускорение ультрасовременных сетей,4.67,3.98,MDPE,112,3.58,КОРОВА,70,False,6,Йогурт,17,ММЗ №1,Йогурт,3.18,7,481974881023922,10000025,20,2.29,4810000000018,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1753,False,Фермерское,1715,123456789,True,False,174.72,Бабушкина крынка,Бабушкина крынка,1753,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Коровкино Фермерское Глазированные сырки пастеризованное, массовая доля жира 2.08 %, полиэтиленовая пленка",90.14,Обеспечение круглогодичных парадигм,4.74,2.08,MDPE,112,6.29,КОРОВА,88,False,21,Глазированные сырки,18,Коровкино,Глазированные сырки,3.71,3,481172190482932,10000025,41,3.05,4810000000003,GR,Consumer unit [CU]
БУТЫЛКА,1493,False,Свежее,1457,123456789,False,False,182.72,Калинковичский МК,Калинковичский МК,1493,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Коровкино Свежее Молоко пастеризованное, массовая доля жира 3.29 %, полиэтиленовая пленка",56.43,Сравнение глобальных сообществ,2.03,3.29,MDPE,112,2.44,КОРОВА,51,False,13,Молоко,17,Коровкино,Молоко,4.63,4,481288881862999,10000025,33,3.08,4810000000013,ML,Consumer unit [CU]
ПАКЕТ,989,False,Лактозафри,973,123456789,True,False,301.24,Несвижский завод детского питания,Несвижский завод детского питания,989,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Молочный Мир Лактозафри Молоко пастеризованное, массовая доля жира 1.96 %, полиэтиленовая пленка",47.12,Объединение критически важных архитектур,2.98,1.96,MDPE,112,8.46,КОРОВА,73,False,22,Молоко,20,Молочный Мир,Молоко,3.54,5,481164544742913,10000025,17,4.35,4810000000016,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1424,False,Медовое,1407,123456789,False,False,378.21,Молочный Мир,Молочный Мир,1424,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Кобринский Медовое Глазированные сырки пастеризованное, массовая доля жира 1.66 %, полиэтиленовая пленка",59.97,Разработка мультимедийных взаимодействий,3.21,1.66,MDPE,112,2.0,КОРОВА,58,False,9,Глазированные сырки,20,Кобринский,Глазированные сырки,1.1,1,481350864693834,10000025,32,2.35,4810000000004,GR,Consumer unit [CU]
БУТЫЛКА,1039,False,Детское,1019,123456789,True,False,240.21,Бабушкина крынка,Бабушкина крынка,1039,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Рогачевский Детское Сливки пастеризованное, массовая доля жира 3.07 %, полиэтиленовая пленка",62.04,Революция соблазнительных метрик,1.41,3.07,MDPE,112,2.02,КОРОВА,80,False,29,Сливки,12,Рогачевский,Сливки,1.83,5,481593287670967,10000025,17,1.9,4810000000003,ML,Consumer unit [CU]
ПАКЕТ,1961,False,Пробиотик,1945,123456789,True,False,399.66,Беллакт,Беллакт,1961,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Бабушкина крынка Пробиотик Кефир пастеризованное, массовая доля жира 4.17 %, полиэтиленовая пленка",91.85,Переопределение инновационных аудиторий,2.43,4.17,MDPE,112,4.46,КОРОВА,93,True,10,Кефир,10,Бабушкина крынка,Кефир,2.66,6,481762902828153,10000025,38,4.18,4810000000008,ML,Consumer unit [CU]
ПАКЕТ,1376,False,Фитнес,1341,123456789,False,False,355.62,Слуцкий СК,Слуцкий СК,1376,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Молочный гостинец Фитнес Кефир пастеризованное, массовая доля жира 4.9 %, полиэтиленовая пленка",44.05,Инновация открытых ниш,4.76,4.9,MDPE,112,6.51,КОРОВА,64,False,11,Кефир,15,Молочный гостинец,Кефир,3.59,5,481589353025259,10000025,45,3.48,4810000000002,ML,Consumer unit [CU]
ПАКЕТ,1624,False,Здоровое,1585,123456789,True,False,174.52,Здравушка-милк,Здравушка-милк,1624,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Туровский Здоровое Простокваша пастеризованное, массовая доля жира 3.77 %, полиэтиленовая пленка",40.19,Охват соблазнительных знаний,1.74,3.77,MDPE,112,3.84,КОРОВА,67,False,16,Простокваша,15,Туровский,Простокваша,1.0,6,481155712003202,10000025,26,2.66,4810000000011,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1255,False,Молочное,1216,123456789,True,False,333.39,Молочные горки,Молочные горки,1255,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Милкавита Молочное Сметана пастеризованное, массовая доля жира 4.05 %, полиэтиленовая пленка",92.8,Интеграция интуитивных сообществ,4.49,4.05,MDPE,112,3.07,КОРОВА,90,False,3,Сметана,10,Милкавита,Сметана,1.6,10,481372199224697,10000025,27,4.25,4810000000017,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1957,False,Классическое,1933,123456789,False,False,343.69,Бабушкина крынка,Бабушкина крынка,1957,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Молочный гостинец Классическое Йогурт пастеризованное, массовая доля жира 1.84 %, полиэтиленовая пленка",90.65,Преображение индивидуальных действий,1.56,1.84,MDPE,112,6.45,КОРОВА,50,False,14,Йогурт,16,Молочный гостинец,Йогурт,3.78,2,481779770587756,10000025,7,1.08,4810000000003,GR,Consumer unit [CU]
БУТЫЛКА,1348,False,Фитнес,1312,123456789,False,False,381.52,Молочные горки,Молочные горки,1348,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Молодечненский Фитнес Простокваша пастеризованное, массовая доля жира 1.47 %, полиэтиленовая пленка",70.3,Координация распределённых знаний,4.03,1.47,MDPE,112,4.09,КОРОВА,100,False,19,Простокваша,18,Молодечненский,Простокваша,4.76,9,481455906510782,10000025,43,3.02,4810000000017,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1417,False,Эко,1401,123456789,True,False,242.42,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1417,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Глубокский Эко Йогурт пастеризованное, массовая доля жира 1.23 %, полиэтиленовая пленка",86.27,Итерация эффективных архитектур,4.52,1.23,MDPE,112,6.67,КОРОВА,56,False,28,Йогурт,18,Глубокский,Йогурт,2.72,9,481697438699775,10000025,14,1.02,4810000000020,GR,Consumer unit [CU]
ПАКЕТ,1073,False,Детское,1051,123456789,False,False,273.54,Савушкин продукт,Савушкин продукт,1073,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Бабушкина крынка Детское Сливки пастеризованное, массовая доля жира 1.09 %, полиэтиленовая пленка",49.07,Оптимизация действенных ниш,2.24,1.09,MDPE,112,1.58,КОРОВА,99,False,21,Сливки,19,Бабушкина крынка,Сливки,3.5,4,481579660735970,10000025,45,2.47,4810000000001,ML,Consumer unit [CU]
ПАКЕТ,1511,False,Легкое,1473,123456789,False,False,396.89,Бабушкина крынка,Бабушкина крынка,1511,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Здравушка-милк Легкое Сливки пастеризованное, массовая доля жира 4.63 %, полиэтиленовая пленка",65.96,Синхронизация кроссплатформенных функций,4.69,4.63,MDPE,112,8.48,КОРОВА,63,False,7,Сливки,17,Здравушка-милк,Сливки,3.06,6,481617732469628,10000025,25,4.89,4810000000003,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1841,False,Экстра,1818,123456789,True,False,333.19,Беллакт,Беллакт,1841,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Лидский Экстра Сметана пастеризованное, массовая доля жира 2.56 %, полиэтиленовая пленка",73.41,Координация интуитивных инфраструктур,4.63,2.56,MDPE,112,1.85,КОРОВА,86,True,15,Сметана,20,Лидский,Сметана,3.45,10,481225222454543,10000025,12,4.23,4810000000008,GR,Consumer unit [CU]
ПАКЕТ,1698,False,Сырое,1681,123456789,True,False,362.03,Молочный Мир,Молочный Мир,1698,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Слуцкий Сырое Масло пастеризованное, массовая доля жира 4.71 %, полиэтиленовая пленка",87.13,Обеспечение передовых результатов,1.78,4.71,MDPE,112,6.8,КОРОВА,60,False,19,Масло,19,Слуцкий,Масло,3.1,8,481228921189439,10000025,25,4.83,4810000000004,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1382,False,Ягодное,1359,123456789,False,False,226.93,Туровский МК,Туровский МК,1382,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Молочный Мир Ягодное Сыр пастеризованное, массовая доля жира 3.77 %, полиэтиленовая пленка",98.07,Интеграция богатых интернет-магазинов,1.95,3.77,MDPE,112,8.16,КОРОВА,57,False,29,Сыр,20,Молочный Мир,Сыр,3.25,4,481295529439859,10000025,27,1.29,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1645,False,Здоровое,1618,123456789,True,False,206.43,Молочный Мир,Молочный Мир,1645,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Туровский Здоровое Творог пастеризованное, массовая доля жира 1.85 %, полиэтиленовая пленка",51.05,Синхронизация совместных рынков,4.98,1.85,MDPE,112,2.68,КОРОВА,68,False,16,Творог,19,Туровский,Творог,3.14,4,481382291069739,10000025,36,3.6,4810000000004,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1720,False,Премиум,1684,123456789,False,False,251.21,Слуцкий СК,Слуцкий СК,1720,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Лидский Премиум Сметана пастеризованное, массовая доля жира 3.54 %, полиэтиленовая пленка",93.1,Перепрофилирование масштабируемых интернет-магазинов,2.65,3.54,MDPE,112,1.32,КОРОВА,57,False,12,Сметана,13,Лидский,Сметана,2.37,10,481756846593171,10000025,32,2.66,4810000000002,GR,Consumer unit [CU]
ПАКЕТ,1740,False,Здоровое,1710,123456789,True,False,271.94,Молочный Мир,Молочный Мир,1740,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Глубокский Здоровое Молоко пастеризованное, массовая доля жира 1.58 %, полиэтиленовая пленка",61.92,Формирование передовых взаимодействий,3.45,1.58,MDPE,112,5.45,КОРОВА,81,False,1,Молоко,20,Глубокский,Молоко,1.08,5,481587233293867,10000025,3,2.95,4810000000004,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1742,False,Здоровое,1720,123456789,True,False,315.34,Молочный гостинец,Молочный гостинец,1742,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Пружанский Здоровое Масло пастеризованное, массовая доля жира 2.35 %, полиэтиленовая пленка",88.83,Инновация круглосуточных каналов,2.97,2.35,MDPE,112,3.33,КОРОВА,80,False,25,Масло,18,Пружанский,Масло,1.27,9,481653956841906,10000025,43,4.72,4810000000019,GR,Consumer unit [CU]
ПАКЕТ,1777,True,Премиум,1738,123456789,True,False,378.7,Слуцкий СК,Слуцкий СК,1777,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Несвижский Премиум Масло пастеризованное, массовая доля жира 4.39 %, полиэтиленовая пленка",70.04,Продление эффективных инфопосредников,2.45,4.39,MDPE,112,3.53,КОРОВА,52,False,8,Масло,12,Несвижский,Масло,4.02,4,481747278590667,10000025,50,1.82,4810000000002,GR,Consumer unit [CU]
ПАКЕТ,1961,False,Детское,1930,123456789,False,False,157.94,Рогачевский МКК,Рогачевский МКК,1961,50000000,0401 20 110 9,4810000000007,50130000,D,50131700,"Коровкино Детское Глазированные сырки пастеризованное, массовая доля жира 1.54 %, полиэтиленовая пленка",86.05,Координация динамичных каналов,2.42,1.54,MDPE,112,3.08,КОРОВА,99,False,20,Глазированные сырки,14,Коровкино,Глазированные сырки,3.85,5,481846911222095,10000025,20,3.86,4810000000007,GR,Consumer unit [CU]
ПАКЕТ,1698,False,Свежее,1671,123456789,True,False,197.93,Рогачевский МКК,Рогачевский МКК,1698,50000000,0401 20 110 9,4810000000007,50130000,D,50131700,"Молочный Мир Свежее Масло пастеризованное, массовая доля жира 2.29 %, полиэтиленовая пленка",72.43,Реализация престижных платформ,3.91,2.29,MDPE,112,2.65,КОРОВА,54,False,26,Масло,11,Молочный Мир,Масло,4.71,7,481673885496343,10000025,31,4.77,4810000000007,GR,Consumer unit [CU]
ПАКЕТ,1518,False,Премиум,1491,123456789,True,False,220.23,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1518,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Беллакт Премиум Сметана пастеризованное, массовая доля жира 4.75 %, полиэтиленовая пленка",52.71,Освоение корпоративных архитектур,2.07,4.75,MDPE,112,9.07,КОРОВА,61,False,22,Сметана,20,Беллакт,Сметана,4.77,9,481572358778061,10000025,33,2.89,4810000000020,GR,Consumer unit [CU]
ПАКЕТ,1136,False,Натуральное,1102,123456789,False,False,354.59,Туровский МК,Туровский МК,1136,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Молодечненский Натуральное Масло пастеризованное, массовая доля жира 2.16 %, полиэтиленовая пленка",88.43,Синхронизация мультимедийных рынков,4.55,2.16,MDPE,112,5.06,КОРОВА,84,False,17,Масло,16,Молодечненский,Масло,1.75,8,481649065277263,10000025,40,3.99,4810000000009,GR,Consumer unit [CU]
БУТЫЛКА,1850,False,Творожное,1822,123456789,True,False,313.39,Молочный Мир,Молочный Мир,1850,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Калинковичский Творожное Кефир пастеризованное, массовая доля жира 4.35 %, полиэтиленовая пленка",59.49,Синхронизация сенсационных интернет-компаний,4.06,4.35,MDPE,112,3.39,КОРОВА,73,False,20,Кефир,11,Калинковичский,Кефир,2.34,8,481313309816692,10000025,36,4.13,4810000000004,ML,Consumer unit [CU]
БУТЫЛКА,1561,False,Молочное,1529,123456789,True,False,244.27,Молочный гостинец,Молочный гостинец,1561,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Рогачевский Молочное Кефир пастеризованное, массовая доля жира 1.5 %, полиэтиленовая пленка",71.01,Распределение передовых интернет-услуг,4.83,1.5,MDPE,112,2.48,КОРОВА,58,False,5,Кефир,18,Рогачевский,Кефир,3.7,6,481928913339981,10000025,26,4.66,4810000000019,ML,Consumer unit [CU]
ПАКЕТ,1336,False,Фитнес,1298,123456789,False,False,272.13,Бабушкина крынка,Бабушкина крынка,1336,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Верхнедвинский Фитнес Масло пастеризованное, массовая доля жира 4.52 %, полиэтиленовая пленка",96.82,Использование эффективных действий,1.5,4.52,MDPE,112,6.97,КОРОВА,55,False,9,Масло,15,Верхнедвинский,Масло,3.77,5,481111008490500,10000025,11,1.77,4810000000003,GR,Consumer unit [CU]
ПАКЕТ,1687,False,Натуральное,1670,123456789,False,False,259.61,Молочный гостинец,Молочный гостинец,1687,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Глубокский Натуральное Масло пастеризованное, массовая доля жира 1.1 %, полиэтиленовая пленка",48.39,Внедрение фронт-энд приложений,1.52,1.1,MDPE,112,2.04,КОРОВА,52,False,14,Масло,20,Глубокский,Масло,4.0,2,481633079292947,10000025,8,2.76,4810000000019,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1712,False,Лактозафри,1676,123456789,False,False,182.66,Пружанский МЗ,Пружанский МЗ,1712,50000000,0401 20 110 9,4810000000018,50130000,D,50131700,"Бабушкина крынка Лактозафри Сыр пастеризованное, массовая доля жира 1.07 %, полиэтиленовая пленка",62.38,Итерация открытых решений,1.39,1.07,MDPE,112,8.71,КОРОВА,93,False,24,Сыр,18,Бабушкина крынка,Сыр,2.24,1,481110504289459,10000025,24,3.66,4810000000018,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1561,False,Натуральное,1537,123456789,False,False,195.35,Беллакт,Беллакт,1561,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Калинковичский Натуральное Йогурт пастеризованное, массовая доля жира 2.35 %, полиэтиленовая пленка",82.2,Внедрение критически важных диапазонов,3.37,2.35,MDPE,112,2.91,КОРОВА,65,False,8,Йогурт,11,Калинковичский,Йогурт,4.17,0,481385556257823,10000025,43,3.28,4810000000008,GR,Consumer unit [CU]
БУТЫЛКА,1416,False,Эко,1394,123456789,False,False,305.38,Здравушка-милк,Здравушка-милк,1416,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Бабушкина крынка Эко Кефир пастеризованное, массовая доля жира 3.84 %, полиэтиленовая пленка",61.12,Преображение интуитивных сообществ,3.02,3.84,MDPE,112,7.97,КОРОВА,78,False,30,Кефир,17,Бабушкина крынка,Кефир,1.54,2,481878488816482,10000025,5,4.76,4810000000011,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1538,False,Лактозафри,1503,123456789,True,False,209.23,Молодечненский МК,Молодечненский МК,1538,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Глубокский Лактозафри Масло пастеризованное, массовая доля жира 3.58 %, полиэтиленовая пленка",40.21,Координация совместных метрик,3.27,3.58,MDPE,112,7.85,КОРОВА,73,False,7,Масло,16,Глубокский,Масло,4.08,0,481900097974693,10000025,29,4.48,4810000000015,GR,Consumer unit [CU]
ПАКЕТ,1483,False,Здоровое,1464,123456789,False,False,337.79,Молочный Мир,Молочный Мир,1483,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Рогачевский Здоровое Молоко пастеризованное, массовая доля жира 3.63 %, полиэтиленовая пленка",80.13,Мотивация инновационных платформ,4.87,3.63,MDPE,112,9.05,КОРОВА,75,False,14,Молоко,14,Рогачевский,Молоко,1.72,8,481331026986262,10000025,8,4.15,4810000000004,ML,Consumer unit [CU]
ПАКЕТ,1154,False,Легкое,1131,123456789,True,False,373.55,Калинковичский МК,Калинковичский МК,1154,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Несвижский Легкое Творог пастеризованное, массовая доля жира 2.55 %, полиэтиленовая пленка",62.49,Развитие виртуальных пользователей,4.76,2.55,MDPE,112,7.45,КОРОВА,63,False,23,Творог,12,Несвижский,Творог,4.12,2,481986779529766,10000025,40,3.69,4810000000013,GR,Consumer unit [CU]
ПАКЕТ,1540,False,Пробиотик,1506,123456789,True,False,239.21,Несвижский завод детского питания,Несвижский завод детского питания,1540,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Туровский Пробиотик Сыр пастеризованное, массовая доля жира 3.24 %, полиэтиленовая пленка",89.37,Конструирование интерактивных схем,4.01,3.24,MDPE,112,1.03,КОРОВА,94,False,1,Сыр,10,Туровский,Сыр,3.6,4,481444608075856,10000025,41,3.23,4810000000016,GR,Consumer unit [CU]
